case_number,time_reported,time_started,time_ended,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202200595,2022-04-20 20:35:00,2022-04-10 00:00:00,2022-04-20 14:00:00,"515 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200594,2022-04-20 12:21:00,2022-04-20 12:20:59,2022-04-20 12:21:00,"24 E STEWART RD, COLUMBIA MO, 65203     ",NO  ,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,INACTIVE (MUPD ONLY)
202200593,2022-04-19 21:05:00,2022-04-19 21:05:00,2022-04-19 21:05:00,"907 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200593,2022-04-19 21:05:00,2022-04-19 21:05:00,2022-04-19 21:05:00,"907 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202200592,2022-04-20 00:18:00,2022-04-20 00:17:59,2022-04-20 00:18:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200591,2022-04-19 22:38:00,2022-04-18 17:00:00,2022-04-19 09:00:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200590,2022-04-20 07:52:51,2022-04-19 12:22:00,2022-04-19 12:23:00,"810 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202200589,2022-04-19 11:45:00,2022-04-19 11:30:00,2022-04-19 11:45:00,"1507 CAPEN PARK DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202200588,2022-04-19 14:50:42,2022-04-19 06:20:00,2022-04-19 06:23:00,"699 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200587,2022-04-18 20:11:00,2022-04-18 20:10:59,2022-04-18 20:11:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202200587,2022-04-18 20:11:00,2022-04-18 20:10:59,2022-04-18 20:11:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,MOTOR VEHICLE THEFT,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202200587,2022-04-18 20:11:00,2022-04-18 20:10:59,2022-04-18 20:11:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,TRESPASS,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202200587,2022-04-18 20:11:00,2022-04-18 20:10:59,2022-04-18 20:11:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202200586,2022-04-18 20:13:00,2022-04-18 20:12:59,2022-04-18 20:13:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202200585,2022-04-18 17:15:00,2022-04-18 17:14:59,2022-04-18 17:15:00,"800 ELM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200585,2022-04-18 17:15:00,2022-04-18 17:14:59,2022-04-18 17:15:00,"800 ELM ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200585,2022-04-18 17:15:00,2022-04-18 17:14:59,2022-04-18 17:15:00,"800 ELM ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200584,2022-04-19 08:32:20,2022-04-18 12:30:00,2022-04-18 12:33:00,"1199 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200583,2022-04-18 08:21:00,2022-04-15 10:08:00,2022-04-15 10:30:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200582,2022-04-17 05:42:51,2022-04-17 02:22:00,2022-04-17 02:22:00,"551 E SOUTHAMPTON DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200581,2022-04-17 01:07:00,2022-04-17 01:07:00,2022-04-17 01:07:00,"1304 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200581,2022-04-17 01:07:00,2022-04-17 01:07:00,2022-04-17 01:07:00,"1304 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200580,2022-04-16 21:03:00,2022-04-16 21:03:00,2022-04-16 21:03:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200580,2022-04-16 21:03:00,2022-04-16 21:03:00,2022-04-16 21:03:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - NOT REPORTABLE,DRUG - NARCOTIC,CLEARED BY ARREST
202200579,2022-04-16 00:39:00,2022-04-16 00:39:00,2022-04-16 00:39:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200579,2022-04-16 00:39:00,2022-04-16 00:39:00,2022-04-16 00:39:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202200579,2022-04-16 00:39:00,2022-04-16 00:39:00,2022-04-16 00:39:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200578,2022-04-15 22:46:00,2022-04-15 22:45:59,2022-04-15 22:46:00,"799 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200577,2022-04-15 20:02:00,2022-04-15 07:45:00,2022-04-15 20:00:00,"1004 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202200576,2022-04-15 16:02:00,2021-09-04 22:00:00,2021-09-05 16:40:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202200575,2022-04-15 05:46:00,2022-04-15 05:45:59,2022-04-15 05:46:00,"599 W STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200574,2022-04-15 01:07:00,2022-04-15 01:06:59,2022-04-15 01:07:00,"299 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST
202200574,2022-04-15 01:07:00,2022-04-15 01:06:59,2022-04-15 01:07:00,"299 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200574,2022-04-15 01:07:00,2022-04-15 01:06:59,2022-04-15 01:07:00,"299 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202200573,2022-04-15 01:11:00,2022-04-15 01:11:00,2022-04-15 01:11:00,"399 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200573,2022-04-15 01:11:00,2022-04-15 01:11:00,2022-04-15 01:11:00,"399 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200572,2022-04-14 20:37:00,2022-04-13 07:30:00,2022-04-13 16:00:00,"1100 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202200571,2022-04-14 00:00:00,2022-04-14 00:00:00,2022-04-14 00:00:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200570,2022-04-14 12:12:00,2022-04-14 11:00:00,2022-04-14 11:15:00,"500 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200569,2022-04-14 07:35:00,2022-04-14 07:33:00,2022-04-14 07:33:00,"1299 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200568,2022-04-14 03:22:00,2022-04-14 03:22:00,2022-04-14 03:22:00,"908 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200567,2022-04-14 00:01:00,2022-04-14 00:00:59,2022-04-14 00:01:00,"1199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200567,2022-04-14 00:01:00,2022-04-14 00:00:59,2022-04-14 00:01:00,"1199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200566,2022-04-13 23:57:00,2022-04-13 23:57:00,2022-04-13 23:57:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200565,2022-04-13 22:42:00,2022-04-13 22:42:00,2022-04-13 22:42:00,"899 CHERRY ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200564,2022-04-13 21:04:00,2022-04-13 21:03:59,2022-04-13 21:04:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200564,2022-04-13 21:04:00,2022-04-13 21:03:59,2022-04-13 21:04:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200563,2022-04-13 18:03:00,2022-04-11 14:00:00,2022-04-11 15:00:00,"518 HITT ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202200562,2022-04-13 14:55:00,2022-04-13 14:45:00,2022-04-13 14:45:00,"1024 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200561,2022-04-13 11:54:00,2022-04-13 11:45:00,2022-04-13 11:45:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200561,2022-04-13 11:54:00,2022-04-13 11:45:00,2022-04-13 11:45:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200560,2022-04-14 07:08:23,2022-03-25 15:00:00,2022-04-12 12:00:00,"1003 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202200559,2022-04-13 09:17:00,2022-04-13 09:15:00,2022-04-13 09:15:00,"1199 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200558,2022-04-13 16:49:54,2022-04-13 16:49:53,2022-04-13 16:49:54,"1100 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200557,2022-04-13 01:49:00,2022-04-13 01:48:59,2022-04-13 01:49:00,"2699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200557,2022-04-13 01:49:00,2022-04-13 01:48:59,2022-04-13 01:49:00,"2699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200557,2022-04-13 01:49:00,2022-04-13 01:48:59,2022-04-13 01:49:00,"2699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202200556,2022-04-13 00:23:00,2022-04-13 00:22:59,2022-04-13 00:23:00,"625 S FOURTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200556,2022-04-13 00:23:00,2022-04-13 00:22:59,2022-04-13 00:23:00,"625 S FOURTH ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200555,2022-04-12 19:38:52,2022-04-12 15:50:51,2022-04-12 19:38:52,"511 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,INACTIVE (MUPD ONLY)
202200554,2022-04-12 14:02:00,2022-04-12 14:01:59,2022-04-12 14:02:00,"625 S FOURTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200553,2022-04-12 07:41:00,2022-04-12 07:40:00,2022-04-12 07:40:00,"999 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200552,2022-04-11 15:03:10,2022-04-11 14:00:00,2022-04-11 14:00:00,"1513 CHAPEL HILL RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200551,2022-04-11 00:00:00,2022-04-09 00:00:00,2022-04-11 00:00:00,"800 HITT ST, COLUMBIA MO,           ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200550,2022-04-11 04:00:00,2022-04-11 04:00:00,2022-04-11 04:00:00,"404 KEENE STREET, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200549,2022-04-11 01:34:00,2022-04-11 01:33:59,2022-04-11 01:34:00,"999 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200549,2022-04-11 01:34:00,2022-04-11 01:33:59,2022-04-11 01:34:00,"999 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200548,2022-04-10 21:58:00,2022-04-10 21:57:59,2022-04-10 21:58:00,"949 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200547,2022-04-10 17:05:00,2022-04-10 16:00:00,2022-04-10 17:05:00,"311 S SIXTH ST, COLUMBIA MO, 65201     ",YES ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200546,2022-04-10 15:20:00,2022-04-10 15:20:00,2022-04-10 15:20:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200545,2022-04-10 13:02:00,2022-04-10 13:00:51,2022-04-10 13:00:52,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202200544,2022-04-10 13:18:00,2022-04-10 09:30:00,2022-04-10 09:30:00,"901 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200543,2022-04-10 01:07:00,2022-04-10 01:06:59,2022-04-10 01:07:00,"499 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,LIQUOR LAW,CLEARED BY ARREST
202200543,2022-04-10 01:07:00,2022-04-10 01:06:59,2022-04-10 01:07:00,"499 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202200542,2022-04-09 16:45:00,2022-03-26 00:00:00,2022-04-09 16:45:00,"1202 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200542,2022-04-09 16:45:00,2022-03-26 00:00:00,2022-04-09 16:45:00,"1202 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200541,2022-04-09 01:32:00,2022-04-09 01:31:59,2022-04-09 01:32:00,"2699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200541,2022-04-09 01:32:00,2022-04-09 01:31:59,2022-04-09 01:32:00,"2699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200540,2022-04-09 01:45:00,2022-04-09 01:45:00,2022-04-09 01:45:00,"1100 PAQUIN ST, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200540,2022-04-09 01:45:00,2022-04-09 01:45:00,2022-04-09 01:45:00,"1100 PAQUIN ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200539,2022-04-09 01:29:00,2022-04-09 01:13:00,2022-04-09 01:13:00,"515 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200538,2022-04-08 22:18:00,2022-04-08 20:19:00,2022-04-08 20:19:00,"809 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200537,2022-04-08 21:23:31,2022-04-08 21:23:30,2022-04-08 21:23:31,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200536,2022-04-08 14:27:00,2022-03-25 15:00:00,2022-03-25 15:00:00,"810 EAST CAMPUS LOOP, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,TRESPASS,EXCEPTIONALLY CLEARED
202200536,2022-04-08 14:27:00,2022-03-25 15:00:00,2022-03-25 15:00:00,"810 EAST CAMPUS LOOP, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,EXCEPTIONALLY CLEARED
202200535,2022-04-08 13:50:45,2022-04-08 13:50:44,2022-04-08 13:50:45,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200534,2022-04-08 00:14:00,2022-04-08 00:13:59,2022-04-08 00:14:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202200534,2022-04-08 00:14:00,2022-04-08 00:13:59,2022-04-08 00:14:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202200533,2022-04-08 00:20:00,2022-04-08 00:19:59,2022-04-08 00:20:00,"1205 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST
202200533,2022-04-08 00:20:00,2022-04-08 00:19:59,2022-04-08 00:20:00,"1205 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202200533,2022-04-08 00:20:00,2022-04-08 00:19:59,2022-04-08 00:20:00,"1205 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200533,2022-04-08 00:20:00,2022-04-08 00:19:59,2022-04-08 00:20:00,"1205 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200532,2022-04-06 22:54:00,2022-04-06 22:15:00,2022-04-06 22:54:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200531,2022-04-06 00:54:00,2022-04-06 00:54:00,2022-04-06 00:54:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200531,2022-04-06 00:54:00,2022-04-06 00:54:00,2022-04-06 00:54:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200530,2022-04-06 00:51:39,2022-04-05 04:30:00,2022-04-05 04:30:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202200529,2022-04-05 23:54:00,2022-04-05 23:54:00,2022-04-05 23:54:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202200528,2022-04-05 17:50:00,2022-04-05 17:50:00,2022-04-05 17:50:00,"310 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202200527,2022-04-05 05:58:00,2022-04-05 05:58:00,2022-04-05 05:58:00,"999 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200526,2022-04-05 02:12:00,2022-04-05 02:12:00,2022-04-05 02:12:00,"903 HITT ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200525,2022-04-04 21:56:00,2022-04-04 21:55:59,2022-04-04 21:56:00,"800 HITT ST, COLUMBIA MO, 65201     ",YES ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200524,2022-04-04 15:56:00,2022-04-04 15:56:00,2022-04-04 15:56:00,"699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202200523,2022-04-04 15:57:00,2022-04-04 15:57:00,2022-04-04 15:57:00,"699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200522,2022-04-04 13:39:00,2022-03-25 09:30:00,2022-04-03 11:00:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202200521,2022-04-04 10:16:00,2022-03-31 00:00:00,2022-03-31 00:00:00,"8709 W HWY 40, COLUMBIA MO, 65202     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202200520,2022-04-01 00:00:00,2022-03-31 00:00:00,1970-01-01 00:00:00,"512 CONLEY AVE, COLUMBIA MO,           ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200519,2022-04-04 01:32:00,2022-04-04 01:32:00,2022-04-04 01:32:00,"1304 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200519,2022-04-04 01:32:00,2022-04-04 01:32:00,2022-04-04 01:32:00,"1304 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200518,2022-04-03 17:35:00,2021-04-18 00:00:00,2021-04-18 00:00:00,"110 E STEWART RD, COLUMBIA MO, 65203     ",NO  ,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202200517,2022-04-03 14:19:00,2022-04-02 14:00:00,2022-04-03 14:00:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202200516,2022-04-03 07:37:00,2022-04-03 07:15:00,2022-04-03 07:15:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200515,2022-04-02 12:59:00,2022-04-02 12:59:00,2022-04-02 12:59:00,"1 N COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202200514,2022-04-02 02:17:00,2022-04-02 02:16:59,2022-04-02 02:17:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200514,2022-04-02 02:17:00,2022-04-02 02:16:59,2022-04-02 02:17:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DWI,CLEARED BY ARREST
202200514,2022-04-02 02:17:00,2022-04-02 02:16:59,2022-04-02 02:17:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200513,2022-04-02 01:06:00,2022-04-02 01:05:59,2022-04-02 01:06:00,"1299 E WALNUT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200513,2022-04-02 01:06:00,2022-04-02 01:05:59,2022-04-02 01:06:00,"1299 E WALNUT ST, COLUMBIA MO, 65201     ",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST
202200513,2022-04-02 01:06:00,2022-04-02 01:05:59,2022-04-02 01:06:00,"1299 E WALNUT ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202200512,2022-04-02 00:46:00,2022-04-02 00:45:59,2022-04-02 00:46:00,"1598 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
