case_number,time_reported,time_started,time_ended,location_of_occurrence,domestic_relationship,incident_type,criminal_offense,disposition,latitude,longitude,zip_code,year,month,day,hour,day_of_week,general_offense
202201727,2022-11-16 01:00:00,2022-11-16 00:59:59,2022-11-16 01:00:00,"600 MISSOURI AVE, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9442648,-92.328477,65201,2022,11,16,0,Wednesday,DWI
202201727,2022-11-16 01:00:00,2022-11-16 00:59:59,2022-11-16 01:00:00,"600 MISSOURI AVE, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9442648,-92.328477,65201,2022,11,16,0,Wednesday,DWI
202201726,2022-11-16 00:50:00,2022-11-16 00:30:00,2022-11-16 00:30:00,"699 ROLLINS ST, COLUMBIA MO",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST,38.942363,-92.3299911,65201,2022,11,16,0,Wednesday,WARRANT ARREST
202201724,2022-11-15 16:31:00,2022-11-15 16:30:59,2022-11-15 16:31:00,"805 ROLLINS ST, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9425157,-92.3279967,65201,2022,11,15,16,Tuesday,SICK/MENTALLY ILL PERSON
202201723,2022-11-15 14:42:00,2022-11-15 14:42:00,2022-11-15 14:42:00,"1133 ASHLAND RD, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST,38.9345493,-92.317294,65201,2022,11,15,14,Tuesday,LARCENY 
202201722,2022-11-15 14:50:48,2022-11-15 14:50:47,2022-11-15 14:50:48,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9351564,-92.3256949,65201,2022,11,15,14,Tuesday,CRASH INVESTIGATION
202201721,2022-11-15 12:33:00,2022-11-15 04:38:00,2022-11-15 04:38:42,"502 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9424242,-92.3327458,65201,2022,11,15,4,Tuesday,LARCENY 
202201720,2022-11-14 13:08:00,2022-11-14 12:00:11,2022-11-14 13:00:00,"900 RICHMOND AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9410684,-92.3309658,65201,2022,11,14,12,Monday,LARCENY 
202201719,2022-11-14 00:00:00,2022-11-13 00:00:00,1970-01-01 00:00:00,"404 KENTUCKY BLVD, COLUMBIA MO,",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9382868,-92.3335053,,2022,11,13,0,Sunday,PROPERTY DAMAGE
202201718,2022-11-13 00:00:00,2022-11-13 00:00:00,1970-01-01 00:00:00,"400 KENTUCKY BLVD, COLUMBIA MO,",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9394123,-92.3332081,,2022,11,13,0,Sunday,PROPERTY DAMAGE
202201717,2022-11-13 20:36:00,2022-11-13 20:35:59,2022-11-13 20:36:00,"805 ROLLINS ST, COLUMBIA MO",NO  ,DEATH INVESTIGATION-ADULT (BCSD),DEATH INVESTIGATION-ADULT (BCSD),ACTIVE,38.9425157,-92.3279967,65201,2022,11,13,20,Sunday,DEATH INVESTIGATION
202201716,2022-11-13 14:54:00,2022-11-13 14:54:00,2022-11-13 14:54:00,"1133 ASHLAND RD, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9345493,-92.317294,65201,2022,11,13,14,Sunday,PROPERTY DAMAGE
202201715,2022-11-13 12:48:00,2022-11-12 18:30:00,2022-11-13 11:00:00,"220 S TENTH ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9491757,-92.326243,65201,2022,11,12,18,Saturday,PROPERTY DAMAGE
202201714,2022-11-13 04:47:00,2022-11-13 04:45:00,2022-11-13 04:45:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2022,11,13,4,Sunday,ASSAULT
202201713,2022-11-13 04:34:45,2022-11-13 01:22:00,2022-11-13 01:22:00,"419 S FIFTH ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9465581,-92.3329687,65201,2022,11,13,1,Sunday,LARCENY 
202201712,2022-11-13 00:51:00,2022-11-13 00:50:59,2022-11-13 00:51:00,"499 CONLEY AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,0.1682576965693809,90872176.0,65201,2022,11,13,0,Sunday,LIQUOR LAW
202201711,2022-11-12 22:22:03,2022-11-12 05:00:00,2022-11-12 05:00:00,"3209 LEMONE INDUSTRIAL BLVD, COLUMBIA MO",NO  ,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,INACTIVE (MUPD ONLY),38.916252,-92.2924959,65201,2022,11,12,5,Saturday,MOTOR VEHICLE THEFT
202201710,2022-11-12 02:10:00,2022-11-12 02:09:59,2022-11-12 02:10:00,"904 S COLLEGE AVE, COLUMBIA MO",YES ,DISTURBANCE - DOMESTIC,DISTURBANCE - DOMESTIC,ACTIVE,38.9400368,-92.3212792,65201,2022,11,12,2,Saturday,DISTURBANCE 
202201709,2022-11-11 20:45:00,2022-11-11 20:45:00,2022-11-11 20:45:00,"1000 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY),38.941494,-92.326565,65201,2022,11,11,20,Friday,DRUG 
202201707,2022-11-11 10:00:00,2022-11-10 19:47:00,2022-11-10 19:50:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,EXPARTE / ORDER OF PROTECTION VIOLATION,EXPARTE / ORDER OF PROTECTION VIOLATION,ACTIVE,38.938273,-92.3273842,65201,2022,11,10,19,Thursday,EXPARTE / ORDER OF PROTECTION VIOLATION
202201706,2022-11-09 00:00:00,2022-11-08 00:00:00,2022-11-09 00:00:00,"900 S COLLEGE AVE, COLUMBIA MO,",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9402627,-92.3219746,,2022,11,8,0,Tuesday,LEAVING THE SCENE OF ACCIDENT
202201705,2022-11-11 07:55:00,2022-11-11 05:23:00,2022-11-11 07:50:00,"603 KENTUCKY BLVD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE,38.9397416,-92.3312145,65201,2022,11,11,5,Friday,LARCENY 
202201704,2022-11-11 00:44:00,2022-11-11 00:30:00,2022-11-11 00:30:33,"800 VIRGINIA AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST,38.941356,-92.323109,65201,2022,11,11,0,Friday,LIQUOR LAW
202201703,2022-11-10 20:42:00,2022-11-10 20:41:59,2022-11-10 20:42:00,"701 HITT ST, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST,38.9431064,-92.3256821,65201,2022,11,10,20,Thursday,LEAVING THE SCENE OF ACCIDENT
202201702,2022-11-10 16:46:00,2022-11-09 20:24:00,2022-11-09 20:24:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.938273,-92.3273842,65201,2022,11,9,20,Wednesday,ASSAULT
202201700,2022-11-10 11:45:00,2022-11-06 20:00:00,2022-11-09 14:30:00,"515 S FIFTH ST, COLUMBIA MO",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY),38.945106,-92.3324859,65201,2022,11,6,20,Sunday,LARCENY 
202201698,2022-11-09 12:02:00,2022-09-11 00:28:00,2022-09-30 08:57:00,"906 VIRGINIA AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED,38.939745,-92.3223941,65201,2022,9,11,0,Sunday,LARCENY 
202201697,2022-11-09 09:47:00,2022-11-08 20:30:00,2022-11-09 09:40:00,"809 RICHMOND AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9417109,-92.3316424,65201,2022,11,8,20,Tuesday,LARCENY 
202201696,2022-11-08 08:15:00,2022-11-05 14:00:00,2022-11-06 08:00:00,"699 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST,38.942363,-92.3299911,65201,2022,11,5,14,Saturday,LARCENY 
202201695,2022-11-08 01:31:45,2022-11-08 00:15:00,2022-11-08 00:20:00,"1100 S PROVIDENCE RD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.936514,-92.3354928,65203,2022,11,8,0,Tuesday,DRUG 
202201694,2022-11-07 18:10:00,2022-11-07 18:09:59,2022-11-07 18:10:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.938381,-92.3292677,65201,2022,11,7,18,Monday,DRUG 
202201693,2022-11-07 16:57:00,2022-11-04 13:20:00,2022-11-04 13:20:00,"1100 VIRGINIA AVE, COLUMBIA MO",NO  ,STALKING,STALKING,ACTIVE,38.9358041,-92.3253298,65201,2022,11,4,13,Friday,STALKING
202201692,2022-11-09 10:44:00,2022-11-07 08:18:00,2022-11-07 08:18:00,"309 HITT ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9477592,-92.3260376,65201,2022,11,7,8,Monday,TRAFFIC OFFENSE
202201691,2022-11-07 07:11:00,2022-11-05 06:03:00,2022-11-05 06:03:00,"1601 OLD 63 S, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9307329,-92.3127267,65201,2022,11,5,6,Saturday,LARCENY 
202201690,2022-11-07 05:01:25,2022-11-07 05:01:24,2022-11-07 05:01:25,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.938273,-92.3273842,65201,2022,11,7,5,Monday,ASSIST OTHER AGENCY (MUPD)
202201689,2022-11-06 19:47:00,2022-11-06 19:46:59,2022-11-06 19:47:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9422844,-92.3292831,65201,2022,11,6,19,Sunday,DRUG 
202201689,2022-11-06 19:47:00,2022-11-06 19:46:59,2022-11-06 19:47:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9422844,-92.3292831,65201,2022,11,6,19,Sunday,DRUG 
202201688,2022-11-06 18:02:00,2022-10-01 00:00:00,2022-11-06 18:02:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED,38.9417635,-92.3225807,65201,2022,10,1,0,Saturday,LARCENY 
202201688,2022-11-06 18:02:00,2022-10-01 00:00:00,2022-11-06 18:02:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED,38.9417635,-92.3225807,65201,2022,10,1,0,Saturday,LARCENY 
202201687,2022-11-05 23:48:00,2022-11-05 19:56:00,2022-11-05 20:00:00,"801 CONLEY AVE, COLUMBIA MO",NO  ,BOMB THREAT,BOMB THREAT,CLEARED BY ARREST,38.9453385,-92.3282738,65201,2022,11,5,19,Saturday,BOMB THREAT
202201686,2022-11-05 21:53:00,2022-11-05 21:52:59,2022-11-05 21:53:00,"904 S COLLEGE AVE, COLUMBIA MO",NO  ,RESISTING ARREST BY FLEEING,FORGERY,CLEARED BY ARREST,38.9400368,-92.3212792,65201,2022,11,5,21,Saturday,FORGERY
202201686,2022-11-05 21:53:00,2022-11-05 21:52:59,2022-11-05 21:53:00,"904 S COLLEGE AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9400368,-92.3212792,65201,2022,11,5,21,Saturday,FORGERY
202201685,2022-11-05 20:40:00,2022-11-05 20:39:59,2022-11-05 20:40:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9422844,-92.3292831,65201,2022,11,5,20,Saturday,TRAFFIC OFFENSE
202201684,2022-11-05 12:13:00,2022-11-05 12:13:00,2022-11-05 12:13:00,"1100 S PROVIDENCE RD, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.936514,-92.3354928,65203,2022,11,5,12,Saturday,LIQUOR LAW
202201683,2022-11-05 10:34:00,2022-11-05 10:34:00,2022-11-05 10:34:00,"700 E STADIUM BLVD, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.933852,-92.3301744,65201,2022,11,5,10,Saturday,LARCENY 
202201682,2022-11-05 07:27:00,2022-11-04 23:30:00,2022-11-05 07:20:00,"602 S COLLEGE AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9443609,-92.3216384,65201,2022,11,4,23,Friday,LARCENY 
202201681,2022-11-05 06:06:00,2022-11-05 06:06:00,2022-11-05 06:06:00,"1199 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9345068,-92.3220018,65201,2022,11,5,6,Saturday,CRASH INVESTIGATION
202201679,2022-11-05 02:19:00,2022-11-05 02:10:00,2022-11-05 02:15:00,"904 S COLLEGE AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST,38.9400368,-92.3212792,65201,2022,11,5,2,Saturday,LIQUOR LAW
202201678,2022-11-05 00:35:00,2022-11-04 23:48:00,2022-11-05 00:00:00,"1300 ROLLINS ST, COLUMBIA MO",NO  ,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED,38.9410727,-92.3215039,65201,2022,11,4,23,Friday,MEDICAL EMERGENCY
202201677,2022-11-05 00:46:11,2022-11-05 00:46:10,2022-11-05 00:46:11,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2022,11,5,0,Saturday,DRUG 
202201676,2022-11-04 23:13:00,2022-11-04 23:13:00,2022-11-04 23:13:00,"904 VIRGINIA AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9400674,-92.3223686,65201,2022,11,4,23,Friday,FORGERY
202201676,2022-11-04 23:13:00,2022-11-04 23:13:00,2022-11-04 23:13:00,"904 VIRGINIA AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST,38.9400674,-92.3223686,65201,2022,11,4,23,Friday,FORGERY
202201675,2022-11-04 23:45:00,2022-11-04 22:30:00,2022-11-04 22:45:00,"1199 E STADIUM BLVD, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED,38.9345068,-92.3220018,65201,2022,11,4,22,Friday,LEAVING THE SCENE OF ACCIDENT
202201674,2022-11-04 16:01:00,2022-10-24 16:00:00,2022-10-24 16:00:00,"907 HITT ST, COLUMBIA MO",NO  ,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY),38.939613,-92.3267953,65201,2022,10,24,16,Monday,EXTORTION/BLACKMAIL
202201673,2022-11-04 18:20:00,2022-11-04 18:20:00,2022-11-04 18:20:00,"800 VIRGINIA AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST,38.941356,-92.323109,65201,2022,11,4,18,Friday,LIQUOR LAW
202201672,2022-11-04 17:27:00,2022-10-30 22:00:00,2022-11-04 16:00:00,"851 CHAMPIONS DR, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9342168,-92.3287348,65201,2022,10,30,22,Sunday,LEAVING THE SCENE OF ACCIDENT
202201671,2022-11-03 00:00:00,2022-11-03 00:00:00,2022-11-03 00:00:00,"901 HITT ST, COLUMBIA MO,",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9403866,-92.3259,,2022,11,3,0,Thursday,PROPERTY DAMAGE
202201670,2022-11-04 11:16:00,2022-11-03 08:00:00,2022-11-03 08:05:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,IDENTITY THEFT,IDENTITY THEFT,INACTIVE (MUPD ONLY),38.938273,-92.3273842,65201,2022,11,3,8,Thursday,IDENTITY THEFT
202201669,2022-11-04 01:35:00,2022-11-04 01:35:00,2022-11-04 01:35:00,"1111 ROLLINS ST, COLUMBIA MO",NO  ,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST,38.9425229,-92.3243504,65201,2022,11,4,1,Friday,DISORDERLY CONDUCT
202201668,2022-11-04 00:59:00,2022-11-04 00:58:59,2022-11-04 00:59:00,"699 CONLEY AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST,38.9443441,-92.3290459,65201,2022,11,4,0,Friday,LIQUOR LAW
202201667,2022-11-04 00:21:00,2022-11-04 00:21:00,2022-11-04 00:21:00,"799 HITT ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9421998,-92.3257179,65201,2022,11,4,0,Friday,FORGERY
202201667,2022-11-04 00:21:00,2022-11-04 00:21:00,2022-11-04 00:21:00,"799 HITT ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9421998,-92.3257179,65201,2022,11,4,0,Friday,FORGERY
202201666,2022-11-03 21:32:00,2022-11-03 21:32:00,2022-11-03 21:32:00,"1089 ROLLINS ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9421887,-92.3257759,65201,2022,11,3,21,Thursday,FORGERY
202201665,2022-11-03 17:54:00,2022-11-03 17:53:59,2022-11-03 17:54:00,"901 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,ACTIVE,38.9424411,-92.3269044,65201,2022,11,3,17,Thursday,LARCENY 
202201665,2022-11-03 17:54:00,2022-11-03 17:53:59,2022-11-03 17:54:00,"901 ROLLINS ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM BUILDING,ACTIVE,38.9424411,-92.3269044,65201,2022,11,3,17,Thursday,LARCENY 
202201664,2022-11-03 10:12:00,2022-10-29 18:30:00,2022-10-31 11:00:00,"1030 HITT ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY),38.9386393,-92.3249176,65201,2022,10,29,18,Saturday,LARCENY 
202201663,2022-11-03 09:54:00,2022-10-28 09:30:00,2022-10-31 16:00:00,"1030 HITT ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY),38.9386393,-92.3249176,65201,2022,10,28,9,Friday,LARCENY 
202201662,2022-11-03 00:00:00,2022-11-02 23:41:59,2022-11-03 00:00:00,"499 KENTUCKY BLVD, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9395749,-92.3327099,65201,2022,11,2,23,Wednesday,FORGERY
202201661,2022-11-02 22:20:00,2022-11-02 22:19:59,2022-11-02 22:20:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9422844,-92.3292831,65201,2022,11,2,22,Wednesday,DRUG 
202201660,2022-11-02 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"0 S COLLEGE AVE, COLUMBIA MO", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9514238,-92.3218271,65201,2022,11,2,0,Wednesday,CRASH INVESTIGATION
202201659,2022-11-02 14:55:00,2022-10-31 20:00:59,2022-11-02 10:30:00,"405 KENTUCKY BLVD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE,38.9398501,-92.3329951,65201,2022,10,31,20,Monday,LARCENY 
202201658,2022-11-02 11:41:00,2022-11-01 21:30:00,2022-11-02 11:41:00,"515 S FIFTH ST, COLUMBIA MO",NO  ,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,ACTIVE,38.945106,-92.3324859,65201,2022,11,1,21,Tuesday,OTHER OFFENSE 
202201657,2022-11-02 15:34:59,2022-11-02 10:43:00,2022-11-02 10:44:59,"404 KENTUCKY BLVD, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9382868,-92.3335053,65201,2022,11,2,10,Wednesday,SICK/MENTALLY ILL PERSON
202201656,2022-11-02 10:48:00,2022-10-14 00:00:00,2022-10-31 00:00:00,"908 VIRGINIA AVE, COLUMBIA MO",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED,38.9396693,-92.3233506,65201,2022,10,14,0,Friday,HARASSMENT
202201655,2022-11-02 01:47:00,2022-11-02 01:46:59,2022-11-02 01:47:00,"0 S PROVIDENCE RD, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9516349,-92.3341293,65203,2022,11,2,1,Wednesday,DWI
202201655,2022-11-02 01:47:00,2022-11-02 01:46:59,2022-11-02 01:47:00,"0 S PROVIDENCE RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9516349,-92.3341293,65203,2022,11,2,1,Wednesday,DWI
202201654,2022-11-02 01:08:00,2022-11-02 01:07:59,2022-11-02 01:08:00,"799 S COLLEGE AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,INACTIVE (MUPD ONLY),38.9421674,-92.3220883,65201,2022,11,2,1,Wednesday,FORGERY
202201654,2022-11-02 01:08:00,2022-11-02 01:07:59,2022-11-02 01:08:00,"799 S COLLEGE AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY),38.9421674,-92.3220883,65201,2022,11,2,1,Wednesday,FORGERY
202201653,2022-11-01 17:11:00,2022-10-31 14:00:00,2022-11-01 17:11:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY),38.938273,-92.3273842,65201,2022,10,31,14,Monday,DRUG 
202201652,2022-11-01 15:50:00,2022-11-01 15:49:59,2022-11-01 15:50:00,"699 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9354456,-92.329758,65201,2022,11,1,15,Tuesday,CRASH INVESTIGATION
202201651,2022-11-01 15:10:00,2022-11-01 15:10:00,2022-11-01 15:10:00,"499 S COLLEGE AVE, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9460053,-92.3220866,65201,2022,11,1,15,Tuesday,SICK/MENTALLY ILL PERSON
202201650,2022-11-01 14:07:00,2022-11-01 14:06:59,2022-11-01 14:07:00,"1149 TIGER AVE, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9376364,-92.3307516,65201,2022,11,1,14,Tuesday,CRASH INVESTIGATION
202201648,2022-11-01 10:16:00,2022-11-01 09:04:00,2022-11-01 10:16:00,"309 HITT ST, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST,38.9477592,-92.3260376,65201,2022,11,1,9,Tuesday,TRESPASS
202201646,2022-11-01 10:09:00,2022-11-01 10:09:00,2022-11-01 10:09:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2022,11,1,10,Tuesday,DRUG 
202201646,2022-11-01 10:09:00,2022-11-01 10:09:00,2022-11-01 10:09:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2022,11,1,10,Tuesday,DRUG 
202201645,2022-11-01 15:34:34,2022-09-15 07:00:33,2022-11-01 15:34:34,"309 HITT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65201,2022,9,15,7,Thursday,PROPERTY DAMAGE
202201644,2022-11-01 08:05:00,2022-11-01 08:04:59,2022-11-01 08:05:00,"1174 ASHLAND RD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9373126,-92.3179392,65201,2022,11,1,8,Tuesday,CRASH INVESTIGATION
202201643,2022-11-01 01:54:00,2022-11-01 01:53:59,2022-11-01 01:54:00,"2500 OLD 63, COLUMBIA MO,",NO  ,DWI,DWI,CLEARED BY ARREST,38.9212195,-92.3072588,,2022,11,1,1,Tuesday,DWI
202201643,2022-11-01 01:54:00,2022-11-01 01:53:59,2022-11-01 01:54:00,"2500 OLD 63, COLUMBIA MO,",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9212195,-92.3072588,,2022,11,1,1,Tuesday,DWI
202201643,2022-11-01 01:54:00,2022-11-01 01:53:59,2022-11-01 01:54:00,"2500 OLD 63, COLUMBIA MO,",NO  ,LIQUOR LAW,DWI,CLEARED BY ARREST,38.9212195,-92.3072588,,2022,11,1,1,Tuesday,DWI
202201642,2022-11-01 00:07:00,2022-11-01 00:06:59,2022-11-01 00:07:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY),38.9422844,-92.3292831,65201,2022,11,1,0,Tuesday,DRUG 
202201642,2022-11-01 00:07:00,2022-11-01 00:06:59,2022-11-01 00:07:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,INACTIVE (MUPD ONLY),38.9422844,-92.3292831,65201,2022,11,1,0,Tuesday,DRUG 
